date,type,v1,year,month,Mt
2002-02-01,natural,85,2002,2,8.8100004
2002-02-01,nuclear,85,2002,2,1.79
2002-02-01,petroleum,85,2002,2,10.07
2002-02-01,total,85,2002,2,22.65
2002-02-01,windsolarandhydro,85,2002,2,.07
2002-03-01,bioenergywaste,86,2002,3,.23
2002-03-01,coal,86,2002,3,2.1900001
2002-03-01,natural,86,2002,3,9.6899996
2002-03-01,nuclear,86,2002,3,2.0699999
2002-03-01,petroleum,86,2002,3,10.86
2002-03-01,total,86,2002,3,25.1
2002-03-01,windsolarandhydro,86,2002,3,.059999999
2002-04-01,bioenergywaste,87,2002,4,.23
2002-04-01,coal,87,2002,4,1.46
2002-04-01,natural,87,2002,4,9.1899996
2002-04-01,nuclear,87,2002,4,1.71
2002-04-01,petroleum,87,2002,4,10.77
2002-04-01,total,87,2002,4,23.4
2002-04-01,windsolarandhydro,87,2002,4,.039999999
2002-05-01,bioenergywaste,88,2002,5,.23
2002-05-01,coal,88,2002,5,1.48
2002-05-01,natural,88,2002,5,8.75
2002-05-01,nuclear,88,2002,5,1.42
2002-05-01,petroleum,88,2002,5,10.98
2002-05-01,total,88,2002,5,22.9
2002-05-01,windsolarandhydro,88,2002,5,.039999999
2002-06-01,bioenergywaste,89,2002,6,.23
2002-06-01,coal,89,2002,6,1.6799999
2002-06-01,natural,89,2002,6,7.4899998
2002-06-01,nuclear,89,2002,6,1.8
2002-06-01,petroleum,89,2002,6,10.6
2002-06-01,total,89,2002,6,21.84
2002-06-01,windsolarandhydro,89,2002,6,.039999999
2002-07-01,bioenergywaste,90,2002,7,.23
2002-07-01,coal,90,2002,7,1.3099999
2002-07-01,natural,90,2002,7,6.23
2002-07-01,nuclear,90,2002,7,1.49
2002-07-01,petroleum,90,2002,7,9.71
2002-07-01,total,90,2002,7,19
2002-07-01,windsolarandhydro,90,2002,7,.029999999
2002-08-01,bioenergywaste,91,2002,8,.23
2002-08-01,coal,91,2002,8,1.14
2002-08-01,natural,91,2002,8,6.6199999
2002-08-01,nuclear,91,2002,8,1.55
2002-08-01,petroleum,91,2002,8,9.21
2002-08-01,total,91,2002,8,18.780001
2002-08-01,windsolarandhydro,91,2002,8,.029999999
2002-09-01,bioenergywaste,92,2002,9,.23
2002-09-01,coal,92,2002,9,1.77
2002-09-01,natural,92,2002,9,7.4400001
2002-09-01,nuclear,92,2002,9,1.6799999
2002-09-01,petroleum,92,2002,9,10.1
2002-09-01,total,92,2002,9,21.25
2002-09-01,windsolarandhydro,92,2002,9,.029999999
2002-10-01,bioenergywaste,93,2002,10,.23
2002-10-01,coal,93,2002,10,1.5599999
2002-10-01,natural,93,2002,10,9.4099998
2002-10-01,nuclear,93,2002,10,1.3200001
2002-10-01,petroleum,93,2002,10,11.01
2002-10-01,total,93,2002,10,23.559999
2002-10-01,windsolarandhydro,93,2002,10,.029999999
2002-11-01,bioenergywaste,94,2002,11,.23
2002-11-01,coal,94,2002,11,1.53
2002-11-01,natural,94,2002,11,9.46
2002-11-01,nuclear,94,2002,11,1.4400001
2002-11-01,petroleum,94,2002,11,10.61
2002-11-01,total,94,2002,11,23.32
2002-11-01,windsolarandhydro,94,2002,11,.050000001
2002-12-01,bioenergywaste,95,2002,12,.23
2002-12-01,coal,95,2002,12,1.5599999
2002-12-01,natural,95,2002,12,10.37
2002-12-01,nuclear,95,2002,12,2.0699999
2002-12-01,petroleum,95,2002,12,11.56
2002-12-01,total,95,2002,12,25.83
2002-12-01,windsolarandhydro,95,2002,12,.039999999
2003-01-01,bioenergywaste,96,2003,1,.25
2003-01-01,coal,96,2003,1,1.26
2003-01-01,natural,96,2003,1,10.37
2003-01-01,nuclear,96,2003,1,1.79
2003-01-01,petroleum,96,2003,1,10.76
2003-01-01,total,96,2003,1,24.469999
2003-01-01,windsolarandhydro,96,2003,1,.039999999
2003-02-01,bioenergywaste,97,2003,2,.25
2003-02-01,coal,97,2003,2,1.6
2003-02-01,natural,97,2003,2,9.5600004
2003-02-01,nuclear,97,2003,2,1.77
2003-02-01,petroleum,97,2003,2,9.9399996
2003-02-01,total,97,2003,2,23.16
2003-02-01,windsolarandhydro,97,2003,2,.039999999
2003-03-01,bioenergywaste,98,2003,3,.25
2003-03-01,coal,98,2003,3,2.03
2003-03-01,natural,98,2003,3,10.26
2003-03-01,nuclear,98,2003,3,1.98
2003-03-01,petroleum,98,2003,3,10.73
2003-03-01,total,98,2003,3,25.290001
2003-03-01,windsolarandhydro,98,2003,3,.039999999
2003-04-01,bioenergywaste,99,2003,4,.25
2003-04-01,coal,99,2003,4,1.34
2003-04-01,natural,99,2003,4,8.9899998
2003-04-01,nuclear,99,2003,4,1.61
2003-04-01,petroleum,99,2003,4,9.8299999
2003-04-01,total,99,2003,4,22.040001
2003-04-01,windsolarandhydro,99,2003,4,.02
2003-05-01,bioenergywaste,100,2003,5,.25
2003-05-01,coal,100,2003,5,1.4
2003-05-01,natural,100,2003,5,8.2299995
2003-05-01,nuclear,100,2003,5,1.58
2003-05-01,petroleum,100,2003,5,9.5900002
2003-05-01,total,100,2003,5,21.09
2003-05-01,windsolarandhydro,100,2003,5,.039999999
2003-06-01,bioenergywaste,101,2003,6,.25
2003-06-01,coal,101,2003,6,1.72
2003-06-01,natural,101,2003,6,7.1399999
2003-06-01,nuclear,101,2003,6,1.88
2003-06-01,petroleum,101,2003,6,9.1000004
2003-06-01,total,101,2003,6,20.110001
2003-06-01,windsolarandhydro,101,2003,6,.02
2003-07-01,bioenergywaste,102,2003,7,.25
2003-07-01,coal,102,2003,7,1.23
2003-07-01,natural,102,2003,7,7.1999998
2003-07-01,nuclear,102,2003,7,1.34
2003-07-01,petroleum,102,2003,7,9.75
2003-07-01,total,102,2003,7,19.790001
2003-07-01,windsolarandhydro,102,2003,7,.02
2003-08-01,bioenergywaste,103,2003,8,.25
2003-08-01,coal,103,2003,8,.98000002
2003-08-01,natural,103,2003,8,6.9699998
2003-08-01,nuclear,103,2003,8,1.41
2003-08-01,petroleum,103,2003,8,8.8000002
2003-08-01,total,103,2003,8,18.43
2003-08-01,windsolarandhydro,103,2003,8,.02
2003-09-01,bioenergywaste,104,2003,9,.25
2003-09-01,coal,104,2003,9,1.48
2003-09-01,natural,104,2003,9,6.8400002
2003-09-01,nuclear,104,2003,9,1.97
2003-09-01,petroleum,104,2003,9,8.79
2003-09-01,total,104,2003,9,19.35
2003-09-01,windsolarandhydro,104,2003,9,.02
2003-10-01,bioenergywaste,105,2003,10,.25
2003-10-01,coal,105,2003,10,1.47
2003-10-01,natural,105,2003,10,8.79
2003-10-01,nuclear,105,2003,10,1.4
2003-10-01,petroleum,105,2003,10,9.8199997
2003-10-01,total,105,2003,10,21.76
2003-10-01,windsolarandhydro,105,2003,10,.029999999
2003-11-01,bioenergywaste,106,2003,11,.25
2003-11-01,coal,106,2003,11,1.6
2003-11-01,natural,106,2003,11,9.0799999
2003-11-01,nuclear,106,2003,11,1.45
2003-11-01,petroleum,106,2003,11,9.2399998
2003-11-01,total,106,2003,11,21.66
2003-11-01,windsolarandhydro,106,2003,11,.039999999
2003-12-01,bioenergywaste,107,2003,12,.25
2003-12-01,coal,107,2003,12,1.53
2003-12-01,natural,107,2003,12,9.5500002
2003-12-01,nuclear,107,2003,12,1.87
2003-12-01,petroleum,107,2003,12,9.8800001
2003-12-01,total,107,2003,12,23.129999
2003-12-01,windsolarandhydro,107,2003,12,.050000001
2004-01-01,bioenergywaste,108,2004,1,.25999999
2004-01-01,coal,108,2004,1,1.0599999
2004-01-01,natural,108,2004,1,9.54
2004-01-01,nuclear,108,2004,1,1.63
2004-01-01,petroleum,108,2004,1,9.6400003
2004-01-01,total,108,2004,1,22.200001
2004-01-01,windsolarandhydro,108,2004,1,.07
2004-02-01,bioenergywaste,109,2004,2,.25999999
2004-02-01,coal,109,2004,2,1.3099999
2004-02-01,natural,109,2004,2,8.4799995
2004-02-01,nuclear,109,2004,2,1.62
2004-02-01,petroleum,109,2004,2,8.5100002
2004-02-01,total,109,2004,2,20.24
2004-02-01,windsolarandhydro,109,2004,2,.059999999
2004-03-01,bioenergywaste,110,2004,3,.25999999
2004-03-01,coal,110,2004,3,1.59
2004-03-01,natural,110,2004,3,9.3100004
2004-03-01,nuclear,110,2004,3,2.0899999
2004-03-01,petroleum,110,2004,3,9.7200003
2004-03-01,total,110,2004,3,23.02
2004-03-01,windsolarandhydro,110,2004,3,.050000001
2004-04-01,bioenergywaste,111,2004,4,.25999999
2004-04-01,coal,111,2004,4,1.02
2004-04-01,natural,111,2004,4,8.9499998
2004-04-01,nuclear,111,2004,4,1.4400001
2004-04-01,petroleum,111,2004,4,9.1300001
2004-04-01,total,111,2004,4,20.84
2004-04-01,windsolarandhydro,111,2004,4,.039999999
2004-05-01,bioenergywaste,112,2004,5,.25999999
2004-05-01,coal,112,2004,5,1.21
2004-05-01,natural,112,2004,5,7.96
2004-05-01,nuclear,112,2004,5,1.3099999
2004-05-01,petroleum,112,2004,5,8.6000004
2004-05-01,total,112,2004,5,19.370001
2004-05-01,windsolarandhydro,112,2004,5,.029999999
2004-06-01,bioenergywaste,113,2004,6,.25999999
2004-06-01,coal,113,2004,6,1.55
2004-06-01,natural,113,2004,6,7.3600001
2004-06-01,nuclear,113,2004,6,1.47
2004-06-01,petroleum,113,2004,6,8.9499998
2004-06-01,total,113,2004,6,19.620001
2004-06-01,windsolarandhydro,113,2004,6,.029999999
2004-07-01,bioenergywaste,114,2004,7,.25999999
2004-07-01,coal,114,2004,7,1.3200001
2004-07-01,natural,114,2004,7,7.3800001
2004-07-01,nuclear,114,2004,7,1.46
2004-07-01,petroleum,114,2004,7,8.9899998
2004-07-01,total,114,2004,7,19.440001
2004-07-01,windsolarandhydro,114,2004,7,.029999999
2004-08-01,bioenergywaste,115,2004,8,.25999999
2004-08-01,coal,115,2004,8,1.01
2004-08-01,natural,115,2004,8,6.2199998
2004-08-01,nuclear,115,2004,8,1.38
2004-08-01,petroleum,115,2004,8,7.8899999
2004-08-01,total,115,2004,8,16.799999
2004-08-01,windsolarandhydro,115,2004,8,.039999999
2004-09-01,bioenergywaste,116,2004,9,.25999999
2004-09-01,coal,116,2004,9,1.4
2004-09-01,natural,116,2004,9,5.7600002
2004-09-01,nuclear,116,2004,9,1.4
2004-09-01,petroleum,116,2004,9,7.3299999
2004-09-01,total,116,2004,9,16.200001
2004-09-01,windsolarandhydro,116,2004,9,.050000001
2004-10-01,bioenergywaste,117,2004,10,.25999999
2004-10-01,coal,117,2004,10,1.29
2004-10-01,natural,117,2004,10,7.8600001
2004-10-01,nuclear,117,2004,10,1.36
2004-10-01,petroleum,117,2004,10,8.1800003
2004-10-01,total,117,2004,10,19.02
2004-10-01,windsolarandhydro,117,2004,10,.07
2004-11-01,bioenergywaste,118,2004,11,.25999999
2004-11-01,coal,118,2004,11,1.29
2004-11-01,natural,118,2004,11,8.4899998
2004-11-01,nuclear,118,2004,11,1.39
2004-11-01,petroleum,118,2004,11,8.6099997
2004-11-01,total,118,2004,11,20.1
2004-11-01,windsolarandhydro,118,2004,11,.059999999
2004-12-01,bioenergywaste,119,2004,12,.25999999
2004-12-01,coal,119,2004,12,1.53
2004-12-01,natural,119,2004,12,9.1000004
2004-12-01,nuclear,119,2004,12,1.61
2004-12-01,petroleum,119,2004,12,8.9799995
2004-12-01,total,119,2004,12,21.549999
2004-12-01,windsolarandhydro,119,2004,12,.07
2005-01-01,bioenergywaste,120,2005,1,.33000001
2005-01-01,coal,120,2005,1,.74000001
2005-01-01,natural,120,2005,1,8.9099998
2005-01-01,nuclear,120,2005,1,1.87
2005-01-01,petroleum,120,2005,1,8.5600004
2005-01-01,total,120,2005,1,20.49
2005-01-01,windsolarandhydro,120,2005,1,.079999998
2005-02-01,bioenergywaste,121,2005,2,.33000001
2005-02-01,coal,121,2005,2,1.14
2005-02-01,natural,121,2005,2,7.9499998
2005-02-01,nuclear,121,2005,2,1.55
2005-02-01,petroleum,121,2005,2,7.7199998
2005-02-01,total,121,2005,2,18.76
2005-02-01,windsolarandhydro,121,2005,2,.07
2005-03-01,bioenergywaste,122,2005,3,.33000001
2005-03-01,coal,122,2005,3,1.3099999
2005-03-01,natural,122,2005,3,8.9099998
2005-03-01,nuclear,122,2005,3,1.63
2005-03-01,petroleum,122,2005,3,8.6400003
2005-03-01,total,122,2005,3,20.879999
2005-03-01,windsolarandhydro,122,2005,3,.059999999
2005-04-01,bioenergywaste,123,2005,4,.28
2005-04-01,coal,123,2005,4,.89999998
2005-04-01,natural,123,2005,4,8.5799999
2005-04-01,nuclear,123,2005,4,1.41
2005-04-01,petroleum,123,2005,4,8.1999998
2005-04-01,total,123,2005,4,19.42
2005-04-01,windsolarandhydro,123,2005,4,.050000001
2005-05-01,bioenergywaste,124,2005,5,.28
2005-05-01,coal,124,2005,5,.95999998
2005-05-01,natural,124,2005,5,7.6399999
2005-05-01,nuclear,124,2005,5,1.5
2005-05-01,petroleum,124,2005,5,8.3599997
2005-05-01,total,124,2005,5,18.780001
2005-05-01,windsolarandhydro,124,2005,5,.039999999
2005-06-01,bioenergywaste,125,2005,6,.28
2005-06-01,coal,125,2005,6,1.15
2005-06-01,natural,125,2005,6,6.8000002
2005-06-01,nuclear,125,2005,6,1.55
2005-06-01,petroleum,125,2005,6,7.54
2005-06-01,total,125,2005,6,17.360001
2005-06-01,windsolarandhydro,125,2005,6,.039999999
2005-07-01,bioenergywaste,126,2005,7,.27000001
2005-07-01,coal,126,2005,7,.76999998
2005-07-01,natural,126,2005,7,5.96
2005-07-01,nuclear,126,2005,7,1.5700001
2005-07-01,petroleum,126,2005,7,7.7399998
2005-07-01,total,126,2005,7,16.35
2005-07-01,windsolarandhydro,126,2005,7,.039999999
2005-08-01,bioenergywaste,127,2005,8,.27000001
2005-08-01,coal,127,2005,8,.82999998
2005-08-01,natural,127,2005,8,4.5100002
2005-08-01,nuclear,127,2005,8,1.6900001
2005-08-01,petroleum,127,2005,8,6.4200001
2005-08-01,total,127,2005,8,13.76
2005-08-01,windsolarandhydro,127,2005,8,.039999999
2005-09-01,bioenergywaste,128,2005,9,.27000001
2005-09-01,coal,128,2005,9,1.36
2005-09-01,natural,128,2005,9,6.0100002
2005-09-01,nuclear,128,2005,9,1.33
2005-09-01,petroleum,128,2005,9,7.0100002
2005-09-01,total,128,2005,9,16.030001
2005-09-01,windsolarandhydro,128,2005,9,.050000001
2005-10-01,bioenergywaste,129,2005,10,.34
2005-10-01,coal,129,2005,10,1.13
2005-10-01,natural,129,2005,10,6.7800002
2005-10-01,nuclear,129,2005,10,1.25
2005-10-01,petroleum,129,2005,10,7.8200002
2005-10-01,total,129,2005,10,17.389999
2005-10-01,windsolarandhydro,129,2005,10,.07
2005-11-01,bioenergywaste,130,2005,11,.34
2005-11-01,coal,130,2005,11,1.08
2005-11-01,natural,130,2005,11,7.5700002
2005-11-01,nuclear,130,2005,11,1.4299999
2005-11-01,petroleum,130,2005,11,7.1599998
2005-11-01,total,130,2005,11,17.66
2005-11-01,windsolarandhydro,130,2005,11,.079999998
2005-12-01,bioenergywaste,131,2005,12,.34
2005-12-01,coal,131,2005,12,1.34
2005-12-01,natural,131,2005,12,8.6000004
2005-12-01,nuclear,131,2005,12,1.59
2005-12-01,petroleum,131,2005,12,7.7199998
2005-12-01,total,131,2005,12,19.65
2005-12-01,windsolarandhydro,131,2005,12,.059999999
2006-01-01,bioenergywaste,132,2006,1,.34999999
2006-01-01,coal,132,2006,1,.98000002
2006-01-01,natural,132,2006,1,8.5299997
2006-01-01,nuclear,132,2006,1,1.76
2006-01-01,petroleum,132,2006,1,8.1099997
2006-01-01,total,132,2006,1,19.799999
2006-01-01,windsolarandhydro,132,2006,1,.07
2006-02-01,bioenergywaste,133,2006,2,.34999999
2006-02-01,coal,133,2006,2,1.15
2006-02-01,natural,133,2006,2,7.6900001
2006-02-01,nuclear,133,2006,2,1.55
2006-02-01,petroleum,133,2006,2,7.1199999
2006-02-01,total,133,2006,2,17.92
2006-02-01,windsolarandhydro,133,2006,2,.059999999
2006-03-01,bioenergywaste,134,2006,3,.34999999
2006-03-01,coal,134,2006,3,1.3
2006-03-01,natural,134,2006,3,8.3299999
2006-03-01,nuclear,134,2006,3,1.78
2006-03-01,petroleum,134,2006,3,7.6599998
2006-03-01,total,134,2006,3,19.48
2006-03-01,windsolarandhydro,134,2006,3,.059999999
2006-04-01,bioenergywaste,135,2006,4,.31
2006-04-01,coal,135,2006,4,.91000003
2006-04-01,natural,135,2006,4,7.3800001
2006-04-01,nuclear,135,2006,4,1.5700001
2006-04-01,petroleum,135,2006,4,7.3800001
2006-04-01,total,135,2006,4,17.610001
2006-04-01,windsolarandhydro,135,2006,4,.059999999
2006-05-01,bioenergywaste,136,2006,5,.31
2006-05-01,coal,136,2006,5,1.01
2006-05-01,natural,136,2006,5,6.5700002
2006-05-01,nuclear,136,2006,5,1.54
2006-05-01,petroleum,136,2006,5,7.1599998
2006-05-01,total,136,2006,5,16.639999
2006-05-01,windsolarandhydro,136,2006,5,.050000001
2006-06-01,bioenergywaste,137,2006,6,.31
2006-06-01,coal,137,2006,6,1.13
2006-06-01,natural,137,2006,6,5.6500001
2006-06-01,nuclear,137,2006,6,1.39
2006-06-01,petroleum,137,2006,6,6.46
2006-06-01,total,137,2006,6,14.98
2006-06-01,windsolarandhydro,137,2006,6,.039999999
2006-07-01,bioenergywaste,138,2006,7,.30000001
2006-07-01,coal,138,2006,7,.70999998
2006-07-01,natural,138,2006,7,5.0700002
2006-07-01,nuclear,138,2006,7,1.45
2006-07-01,petroleum,138,2006,7,6.8899999
2006-07-01,total,138,2006,7,14.46
2006-07-01,windsolarandhydro,138,2006,7,.039999999
2006-08-01,bioenergywaste,139,2006,8,.30000001
2006-08-01,coal,139,2006,8,.56999999
2006-08-01,natural,139,2006,8,5.1300001
2006-08-01,nuclear,139,2006,8,1.54
2006-08-01,petroleum,139,2006,8,5.7399998
2006-08-01,total,139,2006,8,13.32
2006-08-01,windsolarandhydro,139,2006,8,.039999999
2006-09-01,bioenergywaste,140,2006,9,.30000001
2006-09-01,coal,140,2006,9,.95999998
2006-09-01,natural,140,2006,9,5.8600001
2006-09-01,nuclear,140,2006,9,1.28
2006-09-01,petroleum,140,2006,9,6.29
2006-09-01,total,140,2006,9,14.75
2006-09-01,windsolarandhydro,140,2006,9,.059999999
2006-10-01,bioenergywaste,141,2006,10,.34999999
2006-10-01,coal,141,2006,10,.92000002
2006-10-01,natural,141,2006,10,6.4299998
2006-10-01,nuclear,141,2006,10,1
2006-10-01,petroleum,141,2006,10,7.0999999
2006-10-01,total,141,2006,10,15.88
2006-10-01,windsolarandhydro,141,2006,10,.079999998
2006-11-01,bioenergywaste,142,2006,11,.34999999
2006-11-01,coal,142,2006,11,.92000002
2006-11-01,natural,142,2006,11,6.6799998
2006-11-01,nuclear,142,2006,11,1.0700001
2006-11-01,petroleum,142,2006,11,6.9899998
2006-11-01,total,142,2006,11,16.1
2006-11-01,windsolarandhydro,142,2006,11,.090000004
2006-12-01,bioenergywaste,143,2006,12,.34999999
2006-12-01,coal,143,2006,12,.87
2006-12-01,natural,143,2006,12,6.6799998
2006-12-01,nuclear,143,2006,12,1.21
2006-12-01,petroleum,143,2006,12,7.0500002
2006-12-01,total,143,2006,12,16.26
2006-12-01,windsolarandhydro,143,2006,12,.1
2007-01-01,bioenergywaste,144,2007,1,.38
2007-01-01,coal,144,2007,1,.70999998
2007-01-01,natural,144,2007,1,6.9400001
2007-01-01,nuclear,144,2007,1,1.23
2007-01-01,petroleum,144,2007,1,7.2800002
2007-01-01,total,144,2007,1,16.65
2007-01-01,windsolarandhydro,144,2007,1,.11
2007-02-01,bioenergywaste,145,2007,2,.38
2007-02-01,coal,145,2007,2,.83999997
2007-02-01,natural,145,2007,2,6.27
2007-02-01,nuclear,145,2007,2,1.1
2007-02-01,petroleum,145,2007,2,7.1199999
2007-02-01,total,145,2007,2,15.8
2007-02-01,windsolarandhydro,145,2007,2,.090000004
2007-03-01,bioenergywaste,146,2007,3,.38
2007-03-01,coal,146,2007,3,.98000002
2007-03-01,natural,146,2007,3,7.2199998
2007-03-01,nuclear,146,2007,3,1.13
2007-03-01,petroleum,146,2007,3,7.4899998
2007-03-01,total,146,2007,3,17.299999
2007-03-01,windsolarandhydro,146,2007,3,.1
2007-04-01,bioenergywaste,147,2007,4,.33000001
2007-04-01,coal,147,2007,4,.74000001
2007-04-01,natural,147,2007,4,6.3899999
2007-04-01,nuclear,147,2007,4,1.0700001
2007-04-01,petroleum,147,2007,4,7.2800002
2007-04-01,total,147,2007,4,15.86
2007-04-01,windsolarandhydro,147,2007,4,.050000001
2007-05-01,bioenergywaste,148,2007,5,.33000001
2007-05-01,coal,148,2007,5,.88
2007-05-01,natural,148,2007,5,6.48
2007-05-01,nuclear,148,2007,5,1.09
2007-05-01,petroleum,148,2007,5,7.52
2007-05-01,total,148,2007,5,16.35
2007-05-01,windsolarandhydro,148,2007,5,.050000001
2007-06-01,bioenergywaste,149,2007,6,.33000001
2007-06-01,coal,149,2007,6,1.14
2007-06-01,natural,149,2007,6,4.8800001
2007-06-01,nuclear,149,2007,6,1.21
2007-06-01,petroleum,149,2007,6,6.8400002
2007-06-01,total,149,2007,6,14.45
2007-06-01,windsolarandhydro,149,2007,6,.050000001
2007-07-01,bioenergywaste,150,2007,7,.33000001
2007-07-01,coal,150,2007,7,.86000001
2007-07-01,natural,150,2007,7,5.2199998
2007-07-01,nuclear,150,2007,7,1.36
2007-07-01,petroleum,150,2007,7,7
2007-07-01,total,150,2007,7,14.83
2007-07-01,windsolarandhydro,150,2007,7,.059999999
2007-08-01,bioenergywaste,151,2007,8,.33000001
2007-08-01,coal,151,2007,8,.93000001
2007-08-01,natural,151,2007,8,4.4200001
2007-08-01,nuclear,151,2007,8,1.22
2007-08-01,petroleum,151,2007,8,5.75
2007-08-01,total,151,2007,8,12.71
2007-08-01,windsolarandhydro,151,2007,8,.059999999
2007-09-01,bioenergywaste,152,2007,9,.33000001
2007-09-01,coal,152,2007,9,1.1
2007-09-01,natural,152,2007,9,4.6199999
2007-09-01,nuclear,152,2007,9,1.27
2007-09-01,petroleum,152,2007,9,6.3000002
2007-09-01,total,152,2007,9,13.68
2007-09-01,windsolarandhydro,152,2007,9,.059999999
2007-10-01,bioenergywaste,153,2007,10,.40000001
2007-10-01,coal,153,2007,10,.77999997
2007-10-01,natural,153,2007,10,6
2007-10-01,nuclear,153,2007,10,1.1
2007-10-01,petroleum,153,2007,10,7.3600001
2007-10-01,total,153,2007,10,15.71
2007-10-01,windsolarandhydro,153,2007,10,.07
2007-11-01,bioenergywaste,154,2007,11,.40000001
2007-11-01,coal,154,2007,11,.88999999
2007-11-01,natural,154,2007,11,6.6199999
2007-11-01,nuclear,154,2007,11,1.11
2007-11-01,petroleum,154,2007,11,6.7399998
2007-11-01,total,154,2007,11,15.84
2007-11-01,windsolarandhydro,154,2007,11,.079999998
2007-12-01,bioenergywaste,155,2007,12,.40000001
2007-12-01,coal,155,2007,12,.86000001
2007-12-01,natural,155,2007,12,7.0900002
2007-12-01,nuclear,155,2007,12,1.14
2007-12-01,petroleum,155,2007,12,7.23
2007-12-01,total,155,2007,12,16.809999
2007-12-01,windsolarandhydro,155,2007,12,.090000004
2008-01-01,bioenergywaste,156,2008,1,.44999999
2008-01-01,coal,156,2008,1,.62
2008-01-01,natural,156,2008,1,6.8499999
2008-01-01,nuclear,156,2008,1,1.15
2008-01-01,petroleum,156,2008,1,7.1399999
2008-01-01,total,156,2008,1,16.34
2008-01-01,windsolarandhydro,156,2008,1,.13
2008-02-01,bioenergywaste,157,2008,2,.44999999
2008-02-01,coal,157,2008,2,.75999999
2008-02-01,natural,157,2008,2,6.1900001
2008-02-01,nuclear,157,2008,2,1.12
2008-02-01,petroleum,157,2008,2,6.4699998
2008-02-01,total,157,2008,2,15.1
2008-02-01,windsolarandhydro,157,2008,2,.11
2008-03-01,bioenergywaste,158,2008,3,.44999999
2008-03-01,coal,158,2008,3,.97000003
2008-03-01,natural,158,2008,3,6.7199998
2008-03-01,nuclear,158,2008,3,1.01
2008-03-01,petroleum,158,2008,3,7.0100002
2008-03-01,total,158,2008,3,16.280001
2008-03-01,windsolarandhydro,158,2008,3,.12
2008-04-01,bioenergywaste,159,2008,4,.41
2008-04-01,coal,159,2008,4,.92000002
2008-04-01,natural,159,2008,4,6.02
2008-04-01,nuclear,159,2008,4,.80000001
2008-04-01,petroleum,159,2008,4,6.9200001
2008-04-01,total,159,2008,4,15.15
2008-04-01,windsolarandhydro,159,2008,4,.079999998
2008-05-01,bioenergywaste,160,2008,5,.41
2008-05-01,coal,160,2008,5,.87
2008-05-01,natural,160,2008,5,6.0300002
2008-05-01,nuclear,160,2008,5,.99000001
2008-05-01,petroleum,160,2008,5,7.1300001
2008-05-01,total,160,2008,5,15.48
2008-05-01,windsolarandhydro,160,2008,5,.050000001
2008-06-01,bioenergywaste,161,2008,6,.41
2008-06-01,coal,161,2008,6,1.09
2008-06-01,natural,161,2008,6,5.5100002
2008-06-01,nuclear,161,2008,6,.98000002
2008-06-01,petroleum,161,2008,6,6.3600001
2008-06-01,total,161,2008,6,14.4
2008-06-01,windsolarandhydro,161,2008,6,.050000001
2008-07-01,bioenergywaste,162,2008,7,.40000001
2008-07-01,coal,162,2008,7,.91000003
2008-07-01,natural,162,2008,7,4.1300001
2008-07-01,nuclear,162,2008,7,.89999998
2008-07-01,petroleum,162,2008,7,6.27
2008-07-01,total,162,2008,7,12.66
2008-07-01,windsolarandhydro,162,2008,7,.050000001
2008-08-01,bioenergywaste,163,2008,8,.40000001
2008-08-01,coal,163,2008,8,.88999999
2008-08-01,natural,163,2008,8,4.6399999
2008-08-01,nuclear,163,2008,8,.97000003
2008-08-01,petroleum,163,2008,8,5.1700001
2008-08-01,total,163,2008,8,12.13
2008-08-01,windsolarandhydro,163,2008,8,.059999999
2008-09-01,bioenergywaste,164,2008,9,.40000001
2008-09-01,coal,164,2008,9,1.0700001
2008-09-01,natural,164,2008,9,5.2399998
2008-09-01,nuclear,164,2008,9,.87
2008-09-01,petroleum,164,2008,9,6.4200001
2008-09-01,total,164,2008,9,14.06
2008-09-01,windsolarandhydro,164,2008,9,.059999999
2008-10-01,bioenergywaste,165,2008,10,.44999999
2008-10-01,coal,165,2008,10,.86000001
2008-10-01,natural,165,2008,10,5.8200002
2008-10-01,nuclear,165,2008,10,.95999998
2008-10-01,petroleum,165,2008,10,6.54
2008-10-01,total,165,2008,10,14.75
2008-10-01,windsolarandhydro,165,2008,10,.12
2008-11-01,bioenergywaste,166,2008,11,.44999999
2008-11-01,coal,166,2008,11,1.05
2008-11-01,natural,166,2008,11,6.0599999
2008-11-01,nuclear,166,2008,11,.95999998
2008-11-01,petroleum,166,2008,11,6.48
2008-11-01,total,166,2008,11,15.11
2008-11-01,windsolarandhydro,166,2008,11,.11
2008-12-01,bioenergywaste,167,2008,12,.44999999
2008-12-01,coal,167,2008,12,1.3099999
2008-12-01,natural,167,2008,12,6.3200002
2008-12-01,nuclear,167,2008,12,1.2
2008-12-01,petroleum,167,2008,12,6.8000002
2008-12-01,total,167,2008,12,16.190001
2008-12-01,windsolarandhydro,167,2008,12,.11
2009-01-01,bioenergywaste,168,2009,1,.52999997
2009-01-01,coal,168,2009,1,.69999999
2009-01-01,natural,168,2009,1,6.46
2009-01-01,nuclear,168,2009,1,.98000002
2009-01-01,petroleum,168,2009,1,6.8000002
2009-01-01,total,168,2009,1,15.6
2009-01-01,windsolarandhydro,168,2009,1,.13
2009-02-01,bioenergywaste,169,2009,2,.52999997
2009-02-01,coal,169,2009,2,.82999998
2009-02-01,natural,169,2009,2,5.3200002
2009-02-01,nuclear,169,2009,2,1.27
