areaCode,areaName,areaType,date,cumDeaths28DaysByPublishDate
W92000004,Wales,nation,2021-11-23,6361
W92000004,Wales,nation,2021-11-22,6357
W92000004,Wales,nation,2021-11-21,6349
W92000004,Wales,nation,2021-11-20,6342
W92000004,Wales,nation,2021-11-19,6342
W92000004,Wales,nation,2021-11-18,6334
W92000004,Wales,nation,2021-11-17,6314
W92000004,Wales,nation,2021-11-16,6297
W92000004,Wales,nation,2021-11-15,6295
W92000004,Wales,nation,2021-11-14,6282
W92000004,Wales,nation,2021-11-13,6276
W92000004,Wales,nation,2021-11-12,6276
W92000004,Wales,nation,2021-11-11,6272
W92000004,Wales,nation,2021-11-10,6260
W92000004,Wales,nation,2021-11-09,6242
W92000004,Wales,nation,2021-11-08,6237
W92000004,Wales,nation,2021-11-07,6223
W92000004,Wales,nation,2021-11-06,6214
W92000004,Wales,nation,2021-11-05,6214
W92000004,Wales,nation,2021-11-04,6201
W92000004,Wales,nation,2021-11-03,6184
W92000004,Wales,nation,2021-11-02,6177
W92000004,Wales,nation,2021-11-01,6167
W92000004,Wales,nation,2021-10-31,6150
W92000004,Wales,nation,2021-10-30,6141
W92000004,Wales,nation,2021-10-29,6141
W92000004,Wales,nation,2021-10-28,6134
W92000004,Wales,nation,2021-10-27,6122
W92000004,Wales,nation,2021-10-26,6117
W92000004,Wales,nation,2021-10-25,6086
W92000004,Wales,nation,2021-10-24,6086
W92000004,Wales,nation,2021-10-23,6074
W92000004,Wales,nation,2021-10-22,6074
W92000004,Wales,nation,2021-10-21,6063
W92000004,Wales,nation,2021-10-20,6050
W92000004,Wales,nation,2021-10-19,6037
W92000004,Wales,nation,2021-10-18,6035
W92000004,Wales,nation,2021-10-17,6015
W92000004,Wales,nation,2021-10-16,6005
W92000004,Wales,nation,2021-10-15,6005
W92000004,Wales,nation,2021-10-14,5990
W92000004,Wales,nation,2021-10-13,5978
W92000004,Wales,nation,2021-10-12,5974
W92000004,Wales,nation,2021-10-11,5973
W92000004,Wales,nation,2021-10-10,5965
W92000004,Wales,nation,2021-10-09,5965
W92000004,Wales,nation,2021-10-08,5965
W92000004,Wales,nation,2021-10-07,5942
W92000004,Wales,nation,2021-10-06,5934
W92000004,Wales,nation,2021-10-05,5926
W92000004,Wales,nation,2021-10-04,5924
W92000004,Wales,nation,2021-10-03,5907
W92000004,Wales,nation,2021-10-02,5897
W92000004,Wales,nation,2021-10-01,5897
W92000004,Wales,nation,2021-09-30,5892
W92000004,Wales,nation,2021-09-29,5879
W92000004,Wales,nation,2021-09-28,5870
W92000004,Wales,nation,2021-09-27,5864
W92000004,Wales,nation,2021-09-26,5852
W92000004,Wales,nation,2021-09-25,5839
W92000004,Wales,nation,2021-09-24,5839
W92000004,Wales,nation,2021-09-23,5837
W92000004,Wales,nation,2021-09-22,5831
W92000004,Wales,nation,2021-09-21,5821
W92000004,Wales,nation,2021-09-20,5814
W92000004,Wales,nation,2021-09-19,5797
W92000004,Wales,nation,2021-09-18,5782
W92000004,Wales,nation,2021-09-17,5782
W92000004,Wales,nation,2021-09-16,5774
W92000004,Wales,nation,2021-09-15,5770
W92000004,Wales,nation,2021-09-14,5760
W92000004,Wales,nation,2021-09-13,5755
W92000004,Wales,nation,2021-09-12,5734
W92000004,Wales,nation,2021-09-11,5726
W92000004,Wales,nation,2021-09-10,5726
W92000004,Wales,nation,2021-09-09,5721
W92000004,Wales,nation,2021-09-08,5712
W92000004,Wales,nation,2021-09-07,5702
W92000004,Wales,nation,2021-09-06,5699
W92000004,Wales,nation,2021-09-05,5691
W92000004,Wales,nation,2021-09-04,5688
W92000004,Wales,nation,2021-09-03,5688
W92000004,Wales,nation,2021-09-02,5682
W92000004,Wales,nation,2021-09-01,5677
W92000004,Wales,nation,2021-08-31,5672
W92000004,Wales,nation,2021-08-30,5671
W92000004,Wales,nation,2021-08-29,5671
W92000004,Wales,nation,2021-08-28,5668
W92000004,Wales,nation,2021-08-27,5668
W92000004,Wales,nation,2021-08-26,5663
W92000004,Wales,nation,2021-08-25,5662
W92000004,Wales,nation,2021-08-24,5658
W92000004,Wales,nation,2021-08-23,5658
W92000004,Wales,nation,2021-08-22,5656
W92000004,Wales,nation,2021-08-21,5651
W92000004,Wales,nation,2021-08-20,5651
W92000004,Wales,nation,2021-08-19,5647
W92000004,Wales,nation,2021-08-18,5645
W92000004,Wales,nation,2021-08-17,5641
W92000004,Wales,nation,2021-08-16,5641
W92000004,Wales,nation,2021-08-15,5638
W92000004,Wales,nation,2021-08-14,5634
W92000004,Wales,nation,2021-08-13,5634
W92000004,Wales,nation,2021-08-12,5632
W92000004,Wales,nation,2021-08-11,5630
W92000004,Wales,nation,2021-08-10,5630
W92000004,Wales,nation,2021-08-09,5629
W92000004,Wales,nation,2021-08-08,5626
W92000004,Wales,nation,2021-08-07,5623
W92000004,Wales,nation,2021-08-06,5623
W92000004,Wales,nation,2021-08-05,5623
W92000004,Wales,nation,2021-08-04,5620
W92000004,Wales,nation,2021-08-03,5616
W92000004,Wales,nation,2021-08-02,5616
W92000004,Wales,nation,2021-08-01,5615
W92000004,Wales,nation,2021-07-31,5610
W92000004,Wales,nation,2021-07-30,5610
W92000004,Wales,nation,2021-07-29,5606
W92000004,Wales,nation,2021-07-28,5603
W92000004,Wales,nation,2021-07-27,5597
W92000004,Wales,nation,2021-07-26,5597
W92000004,Wales,nation,2021-07-25,5595
W92000004,Wales,nation,2021-07-24,5595
W92000004,Wales,nation,2021-07-23,5595
W92000004,Wales,nation,2021-07-22,5594
W92000004,Wales,nation,2021-07-21,5590
W92000004,Wales,nation,2021-07-20,5589
W92000004,Wales,nation,2021-07-19,5589
W92000004,Wales,nation,2021-07-18,5586
W92000004,Wales,nation,2021-07-17,5583
W92000004,Wales,nation,2021-07-16,5583
W92000004,Wales,nation,2021-07-15,5581
W92000004,Wales,nation,2021-07-14,5581
W92000004,Wales,nation,2021-07-13,5580
W92000004,Wales,nation,2021-07-12,5579
W92000004,Wales,nation,2021-07-11,5579
W92000004,Wales,nation,2021-07-10,5579
W92000004,Wales,nation,2021-07-09,5579
W92000004,Wales,nation,2021-07-08,5578
W92000004,Wales,nation,2021-07-07,5578
W92000004,Wales,nation,2021-07-06,5578
W92000004,Wales,nation,2021-07-05,5577
W92000004,Wales,nation,2021-07-04,5575
W92000004,Wales,nation,2021-07-03,5575
W92000004,Wales,nation,2021-07-02,5575
W92000004,Wales,nation,2021-07-01,5575
W92000004,Wales,nation,2021-06-30,5575
W92000004,Wales,nation,2021-06-29,5575
W92000004,Wales,nation,2021-06-28,5575
W92000004,Wales,nation,2021-06-27,5575
W92000004,Wales,nation,2021-06-26,5574
W92000004,Wales,nation,2021-06-25,5574
W92000004,Wales,nation,2021-06-24,5573
W92000004,Wales,nation,2021-06-23,5573
W92000004,Wales,nation,2021-06-22,5572
W92000004,Wales,nation,2021-06-21,5572
W92000004,Wales,nation,2021-06-20,5572
W92000004,Wales,nation,2021-06-19,5572
W92000004,Wales,nation,2021-06-18,5572
W92000004,Wales,nation,2021-06-17,5572
W92000004,Wales,nation,2021-06-16,5572
W92000004,Wales,nation,2021-06-15,5572
W92000004,Wales,nation,2021-06-14,5572
W92000004,Wales,nation,2021-06-13,5572
W92000004,Wales,nation,2021-06-12,5571
W92000004,Wales,nation,2021-06-11,5571
W92000004,Wales,nation,2021-06-10,5571
W92000004,Wales,nation,2021-06-09,5570
W92000004,Wales,nation,2021-06-08,5570
W92000004,Wales,nation,2021-06-07,5570
W92000004,Wales,nation,2021-06-06,5569
W92000004,Wales,nation,2021-06-05,5569
W92000004,Wales,nation,2021-06-04,5569
W92000004,Wales,nation,2021-06-03,5569
W92000004,Wales,nation,2021-06-02,5569
W92000004,Wales,nation,2021-06-01,5569
W92000004,Wales,nation,2021-05-31,5569
W92000004,Wales,nation,2021-05-30,5569
W92000004,Wales,nation,2021-05-29,5569
W92000004,Wales,nation,2021-05-28,5569
W92000004,Wales,nation,2021-05-27,5569
W92000004,Wales,nation,2021-05-26,5567
W92000004,Wales,nation,2021-05-25,5566
W92000004,Wales,nation,2021-05-24,5566
W92000004,Wales,nation,2021-05-23,5566
W92000004,Wales,nation,2021-05-22,5564
W92000004,Wales,nation,2021-05-21,5564
W92000004,Wales,nation,2021-05-20,5561
W92000004,Wales,nation,2021-05-19,5560
W92000004,Wales,nation,2021-05-18,5560
W92000004,Wales,nation,2021-05-17,5560
W92000004,Wales,nation,2021-05-16,5559
W92000004,Wales,nation,2021-05-15,5558
W92000004,Wales,nation,2021-05-14,5558
W92000004,Wales,nation,2021-05-13,5558
W92000004,Wales,nation,2021-05-12,5557
W92000004,Wales,nation,2021-05-11,5557
W92000004,Wales,nation,2021-05-10,5556
W92000004,Wales,nation,2021-05-09,5552
W92000004,Wales,nation,2021-05-08,5552
W92000004,Wales,nation,2021-05-07,5552
W92000004,Wales,nation,2021-05-06,5552
W92000004,Wales,nation,2021-05-05,5551
W92000004,Wales,nation,2021-05-04,5551
W92000004,Wales,nation,2021-05-03,5550
W92000004,Wales,nation,2021-05-02,5550
W92000004,Wales,nation,2021-05-01,5550
W92000004,Wales,nation,2021-04-30,5550
W92000004,Wales,nation,2021-04-29,5550
W92000004,Wales,nation,2021-04-28,5548
W92000004,Wales,nation,2021-04-27,5548
W92000004,Wales,nation,2021-04-26,5548
W92000004,Wales,nation,2021-04-25,5546
W92000004,Wales,nation,2021-04-24,5543
W92000004,Wales,nation,2021-04-23,5543
W92000004,Wales,nation,2021-04-22,5543
W92000004,Wales,nation,2021-04-21,5542
W92000004,Wales,nation,2021-04-20,5542
W92000004,Wales,nation,2021-04-19,5540
W92000004,Wales,nation,2021-04-18,5538
W92000004,Wales,nation,2021-04-17,5535
W92000004,Wales,nation,2021-04-16,5535
W92000004,Wales,nation,2021-04-15,5535
W92000004,Wales,nation,2021-04-14,5533
W92000004,Wales,nation,2021-04-13,5533
W92000004,Wales,nation,2021-04-12,5531
W92000004,Wales,nation,2021-04-11,5531
W92000004,Wales,nation,2021-04-10,5528
W92000004,Wales,nation,2021-04-09,5528
W92000004,Wales,nation,2021-04-08,5527
W92000004,Wales,nation,2021-04-07,5521
W92000004,Wales,nation,2021-04-06,5521
W92000004,Wales,nation,2021-04-05,5519
W92000004,Wales,nation,2021-04-04,5511
W92000004,Wales,nation,2021-04-03,5511
W92000004,Wales,nation,2021-04-02,5509
W92000004,Wales,nation,2021-04-01,5509
W92000004,Wales,nation,2021-03-31,5507
W92000004,Wales,nation,2021-03-30,5506
W92000004,Wales,nation,2021-03-29,5506
W92000004,Wales,nation,2021-03-28,5505
W92000004,Wales,nation,2021-03-27,5505
W92000004,Wales,nation,2021-03-26,5498
W92000004,Wales,nation,2021-03-25,5495
W92000004,Wales,nation,2021-03-24,5491
W92000004,Wales,nation,2021-03-23,5488
W92000004,Wales,nation,2021-03-22,5488
W92000004,Wales,nation,2021-03-21,5488
W92000004,Wales,nation,2021-03-20,5482
W92000004,Wales,nation,2021-03-19,5476
W92000004,Wales,nation,2021-03-18,5467
W92000004,Wales,nation,2021-03-17,5463
W92000004,Wales,nation,2021-03-16,5455
W92000004,Wales,nation,2021-03-15,5454
W92000004,Wales,nation,2021-03-14,5452
W92000004,Wales,nation,2021-03-13,5442
W92000004,Wales,nation,2021-03-12,5436
W92000004,Wales,nation,2021-03-11,5424
W92000004,Wales,nation,2021-03-10,5412
W92000004,Wales,nation,2021-03-09,5406
W92000004,Wales,nation,2021-03-08,5403
W92000004,Wales,nation,2021-03-07,5403
W92000004,Wales,nation,2021-03-06,5385
W92000004,Wales,nation,2021-03-05,5378
W92000004,Wales,nation,2021-03-04,5366
W92000004,Wales,nation,2021-03-03,5356
W92000004,Wales,nation,2021-03-02,5344
W92000004,Wales,nation,2021-03-01,5343
W92000004,Wales,nation,2021-02-28,5340
W92000004,Wales,nation,2021-02-27,5316
W92000004,Wales,nation,2021-02-26,5300
W92000004,Wales,nation,2021-02-25,5284
W92000004,Wales,nation,2021-02-24,5263
W92000004,Wales,nation,2021-02-23,5250
W92000004,Wales,nation,2021-02-22,5246
W92000004,Wales,nation,2021-02-21,5237
W92000004,Wales,nation,2021-02-20,5221
W92000004,Wales,nation,2021-02-19,5205
W92000004,Wales,nation,2021-02-18,5189
W92000004,Wales,nation,2021-02-17,5175
W92000004,Wales,nation,2021-02-16,5145
W92000004,Wales,nation,2021-02-15,5137
W92000004,Wales,nation,2021-02-14,5121
W92000004,Wales,nation,2021-02-13,5106
W92000004,Wales,nation,2021-02-12,5084
W92000004,Wales,nation,2021-02-11,5059
W92000004,Wales,nation,2021-02-10,5032
W92000004,Wales,nation,2021-02-09,5011
W92000004,Wales,nation,2021-02-08,5001
W92000004,Wales,nation,2021-02-07,4989
W92000004,Wales,nation,2021-02-06,4961
W92000004,Wales,nation,2021-02-05,4912
W92000004,Wales,nation,2021-02-04,4867
W92000004,Wales,nation,2021-02-03,4832
W92000004,Wales,nation,2021-02-02,4782
W92000004,Wales,nation,2021-02-01,4775
W92000004,Wales,nation,2021-01-31,4754
W92000004,Wales,nation,2021-01-30,4720
W92000004,Wales,nation,2021-01-29,4695
W92000004,Wales,nation,2021-01-28,4666
W92000004,Wales,nation,2021-01-27,4610
W92000004,Wales,nation,2021-01-26,4561
W92000004,Wales,nation,2021-01-25,4553
W92000004,Wales,nation,2021-01-24,4530
W92000004,Wales,nation,2021-01-23,4486
W92000004,Wales,nation,2021-01-22,4459
W92000004,Wales,nation,2021-01-21,4392
W92000004,Wales,nation,2021-01-20,4346
W92000004,Wales,nation,2021-01-19,4302
W92000004,Wales,nation,2021-01-18,4294
W92000004,Wales,nation,2021-01-17,4274
W92000004,Wales,nation,2021-01-16,4226
W92000004,Wales,nation,2021-01-15,4171
W92000004,Wales,nation,2021-01-14,4117
W92000004,Wales,nation,2021-01-13,4063
W92000004,Wales,nation,2021-01-12,3997
W92000004,Wales,nation,2021-01-11,3981
W92000004,Wales,nation,2021-01-10,3964
W92000004,Wales,nation,2021-01-09,3919
W92000004,Wales,nation,2021-01-08,3857
W92000004,Wales,nation,2021-01-07,3801
W92000004,Wales,nation,2021-01-06,3738
W92000004,Wales,nation,2021-01-05,3662
W92000004,Wales,nation,2021-01-04,3645
W92000004,Wales,nation,2021-01-03,3620
W92000004,Wales,nation,2021-01-02,3564
W92000004,Wales,nation,2021-01-01,3494
W92000004,Wales,nation,2020-12-31,3494
W92000004,Wales,nation,2020-12-30,3429
W92000004,Wales,nation,2020-12-29,3416
W92000004,Wales,nation,2020-12-28,3383
W92000004,Wales,nation,2020-12-27,3368
W92000004,Wales,nation,2020-12-26,3298
W92000004,Wales,nation,2020-12-25,3263
W92000004,Wales,nation,2020-12-24,3263
W92000004,Wales,nation,2020-12-23,3200
W92000004,Wales,nation,2020-12-22,3149
W92000004,Wales,nation,2020-12-21,3125
W92000004,Wales,nation,2020-12-20,3115
W92000004,Wales,nation,2020-12-19,3046
W92000004,Wales,nation,2020-12-18,3011
W92000004,Wales,nation,2020-12-17,2973
W92000004,Wales,nation,2020-12-16,2921
W92000004,Wales,nation,2020-12-15,2891
W92000004,Wales,nation,2020-12-14,2882
W92000004,Wales,nation,2020-12-13,2849
W92000004,Wales,nation,2020-12-12,2849
W92000004,Wales,nation,2020-12-11,2818
W92000004,Wales,nation,2020-12-10,2789
W92000004,Wales,nation,2020-12-09,2756
W92000004,Wales,nation,2020-12-08,2725
W92000004,Wales,nation,2020-12-07,2711
W92000004,Wales,nation,2020-12-06,2709
W92000004,Wales,nation,2020-12-05,2695
W92000004,Wales,nation,2020-12-04,2671
W92000004,Wales,nation,2020-12-03,2638
W92000004,Wales,nation,2020-12-02,2614
W92000004,Wales,nation,2020-12-01,2563
W92000004,Wales,nation,2020-11-30,2540
W92000004,Wales,nation,2020-11-29,2539
W92000004,Wales,nation,2020-11-28,2523
W92000004,Wales,nation,2020-11-27,2494
W92000004,Wales,nation,2020-11-26,2474
W92000004,Wales,nation,2020-11-25,2446
W92000004,Wales,nation,2020-11-24,2406
W92000004,Wales,nation,2020-11-23,2385
W92000004,Wales,nation,2020-11-22,2376
W92000004,Wales,nation,2020-11-21,2365
W92000004,Wales,nation,2020-11-20,2338
W92000004,Wales,nation,2020-11-19,2307
W92000004,Wales,nation,2020-11-18,2284
W92000004,Wales,nation,2020-11-17,2243
W92000004,Wales,nation,2020-11-16,2209
W92000004,Wales,nation,2020-11-15,2207
W92000004,Wales,nation,2020-11-14,2191
W92000004,Wales,nation,2020-11-13,2171
W92000004,Wales,nation,2020-11-12,2142
W92000004,Wales,nation,2020-11-11,2108
W92000004,Wales,nation,2020-11-10,2063
W92000004,Wales,nation,2020-11-09,2041
W92000004,Wales,nation,2020-11-08,2033
W92000004,Wales,nation,2020-11-07,2014
W92000004,Wales,nation,2020-11-06,1982
W92000004,Wales,nation,2020-11-05,1969
W92000004,Wales,nation,2020-11-04,1939
W92000004,Wales,nation,2020-11-03,1895
W92000004,Wales,nation,2020-11-02,1891
W92000004,Wales,nation,2020-11-01,1888
W92000004,Wales,nation,2020-10-31,1872
W92000004,Wales,nation,2020-10-30,1859
W92000004,Wales,nation,2020-10-29,1848
W92000004,Wales,nation,2020-10-28,1827
W92000004,Wales,nation,2020-10-27,1790
W92000004,Wales,nation,2020-10-26,1783
W92000004,Wales,nation,2020-10-25,1777
W92000004,Wales,nation,2020-10-24,1772
W92000004,Wales,nation,2020-10-23,1756
W92000004,Wales,nation,2020-10-22,1743
W92000004,Wales,nation,2020-10-21,1736
W92000004,Wales,nation,2020-10-20,1722
W92000004,Wales,nation,2020-10-19,1712
W92000004,Wales,nation,2020-10-18,1711
W92000004,Wales,nation,2020-10-17,1708
W92000004,Wales,nation,2020-10-16,1703
W92000004,Wales,nation,2020-10-15,1698
W92000004,Wales,nation,2020-10-14,1688
W92000004,Wales,nation,2020-10-13,1678
W92000004,Wales,nation,2020-10-12,1673
W92000004,Wales,nation,2020-10-11,1669
W92000004,Wales,nation,2020-10-10,1667
W92000004,Wales,nation,2020-10-09,1646
W92000004,Wales,nation,2020-10-08,1644
W92000004,Wales,nation,2020-10-07,1643
W92000004,Wales,nation,2020-10-06,1640
W92000004,Wales,nation,2020-10-05,1630
W92000004,Wales,nation,2020-10-04,1630
W92000004,Wales,nation,2020-10-03,1630
W92000004,Wales,nation,2020-10-02,1625
W92000004,Wales,nation,2020-10-01,1622
W92000004,Wales,nation,2020-09-30,1616
W92000004,Wales,nation,2020-09-29,1615
W92000004,Wales,nation,2020-09-28,1612
W92000004,Wales,nation,2020-09-27,1612
W92000004,Wales,nation,2020-09-26,1612
W92000004,Wales,nation,2020-09-25,1609
W92000004,Wales,nation,2020-09-24,1606
W92000004,Wales,nation,2020-09-23,1605
W92000004,Wales,nation,2020-09-22,1603
W92000004,Wales,nation,2020-09-21,1603
W92000004,Wales,nation,2020-09-20,1603
W92000004,Wales,nation,2020-09-19,1603
W92000004,Wales,nation,2020-09-18,1601
W92000004,Wales,nation,2020-09-17,1600
W92000004,Wales,nation,2020-09-16,1597
W92000004,Wales,nation,2020-09-15,1597
W92000004,Wales,nation,2020-09-14,1597
W92000004,Wales,nation,2020-09-13,1597
W92000004,Wales,nation,2020-09-12,1597
W92000004,Wales,nation,2020-09-11,1597
W92000004,Wales,nation,2020-09-10,1597
W92000004,Wales,nation,2020-09-09,1597
W92000004,Wales,nation,2020-09-08,1597
W92000004,Wales,nation,2020-09-07,1597
W92000004,Wales,nation,2020-09-06,1597
W92000004,Wales,nation,2020-09-05,1597
W92000004,Wales,nation,2020-09-04,1596
W92000004,Wales,nation,2020-09-03,1596
W92000004,Wales,nation,2020-09-02,1596
W92000004,Wales,nation,2020-09-01,1596
W92000004,Wales,nation,2020-08-31,1595
W92000004,Wales,nation,2020-08-30,1595
W92000004,Wales,nation,2020-08-29,1595
W92000004,Wales,nation,2020-08-28,1595
W92000004,Wales,nation,2020-08-27,1595
W92000004,Wales,nation,2020-08-26,1594
W92000004,Wales,nation,2020-08-25,1593
W92000004,Wales,nation,2020-08-24,1593
W92000004,Wales,nation,2020-08-23,1592
W92000004,Wales,nation,2020-08-22,1590
W92000004,Wales,nation,2020-08-21,1589
W92000004,Wales,nation,2020-08-20,1589
W92000004,Wales,nation,2020-08-19,1589
W92000004,Wales,nation,2020-08-18,1589
W92000004,Wales,nation,2020-08-17,1589
W92000004,Wales,nation,2020-08-16,1589
W92000004,Wales,nation,2020-08-15,1587
W92000004,Wales,nation,2020-08-14,1586
W92000004,Wales,nation,2020-08-13,1586
W92000004,Wales,nation,2020-08-12,1586
W92000004,Wales,nation,2020-08-11,1581
W92000004,Wales,nation,2020-08-10,1579
W92000004,Wales,nation,2020-08-09,1579
W92000004,Wales,nation,2020-08-08,1579
W92000004,Wales,nation,2020-08-07,1578
W92000004,Wales,nation,2020-08-06,1571
W92000004,Wales,nation,2020-08-05,1568
W92000004,Wales,nation,2020-08-04,1566
W92000004,Wales,nation,2020-08-03,1565
W92000004,Wales,nation,2020-08-02,1565
W92000004,Wales,nation,2020-08-01,1562
W92000004,Wales,nation,2020-07-31,1560
W92000004,Wales,nation,2020-07-30,1554
W92000004,Wales,nation,2020-07-29,1554
W92000004,Wales,nation,2020-07-28,1549
W92000004,Wales,nation,2020-07-27,1549
W92000004,Wales,nation,2020-07-26,1549
W92000004,Wales,nation,2020-07-25,1548
W92000004,Wales,nation,2020-07-24,1548
W92000004,Wales,nation,2020-07-23,1548
W92000004,Wales,nation,2020-07-22,1548
W92000004,Wales,nation,2020-07-21,1547
W92000004,Wales,nation,2020-07-20,1547
W92000004,Wales,nation,2020-07-19,1547
W92000004,Wales,nation,2020-07-18,1546
W92000004,Wales,nation,2020-07-17,1546
W92000004,Wales,nation,2020-07-16,1545
W92000004,Wales,nation,2020-07-15,1545
W92000004,Wales,nation,2020-07-14,1543
W92000004,Wales,nation,2020-07-13,1541
W92000004,Wales,nation,2020-07-12,1541
W92000004,Wales,nation,2020-07-11,1541
W92000004,Wales,nation,2020-07-10,1540
W92000004,Wales,nation,2020-07-09,1540
W92000004,Wales,nation,2020-07-08,1538
W92000004,Wales,nation,2020-07-07,1534
W92000004,Wales,nation,2020-07-06,1531
W92000004,Wales,nation,2020-07-05,1531
W92000004,Wales,nation,2020-07-04,1530
W92000004,Wales,nation,2020-07-03,1525
W92000004,Wales,nation,2020-07-02,1524
W92000004,Wales,nation,2020-07-01,1516
W92000004,Wales,nation,2020-06-30,1510
W92000004,Wales,nation,2020-06-29,1507
W92000004,Wales,nation,2020-06-28,1504
W92000004,Wales,nation,2020-06-27,1502
W92000004,Wales,nation,2020-06-26,1497
W92000004,Wales,nation,2020-06-25,1497
W92000004,Wales,nation,2020-06-24,1491
W92000004,Wales,nation,2020-06-23,1483
W92000004,Wales,nation,2020-06-22,1478
W92000004,Wales,nation,2020-06-21,1477
W92000004,Wales,nation,2020-06-20,1476
W92000004,Wales,nation,2020-06-19,1475
W92000004,Wales,nation,2020-06-18,1471
W92000004,Wales,nation,2020-06-17,1466
W92000004,Wales,nation,2020-06-16,1456
W92000004,Wales,nation,2020-06-15,1448
W92000004,Wales,nation,2020-06-14,1444
W92000004,Wales,nation,2020-06-13,1441
W92000004,Wales,nation,2020-06-12,1435
W92000004,Wales,nation,2020-06-11,1425
W92000004,Wales,nation,2020-06-10,1419
W92000004,Wales,nation,2020-06-09,1410
W92000004,Wales,nation,2020-06-08,1401
W92000004,Wales,nation,2020-06-07,1398
W92000004,Wales,nation,2020-06-06,1393
W92000004,Wales,nation,2020-06-05,1383
W92000004,Wales,nation,2020-06-04,1379
W92000004,Wales,nation,2020-06-03,1371
W92000004,Wales,nation,2020-06-02,1354
W92000004,Wales,nation,2020-06-01,1347
W92000004,Wales,nation,2020-05-31,1342
W92000004,Wales,nation,2020-05-30,1331
W92000004,Wales,nation,2020-05-29,1317
W92000004,Wales,nation,2020-05-28,1307
W92000004,Wales,nation,2020-05-27,1293
W92000004,Wales,nation,2020-05-26,1282
W92000004,Wales,nation,2020-05-25,1274
W92000004,Wales,nation,2020-05-24,1267
W92000004,Wales,nation,2020-05-23,1260
W92000004,Wales,nation,2020-05-22,1254
W92000004,Wales,nation,2020-05-21,1247
W92000004,Wales,nation,2020-05-20,1238
W92000004,Wales,nation,2020-05-19,1224
W92000004,Wales,nation,2020-05-18,1207
W92000004,Wales,nation,2020-05-17,1203
W92000004,Wales,nation,2020-05-16,1191
W92000004,Wales,nation,2020-05-15,1173
W92000004,Wales,nation,2020-05-14,1164
W92000004,Wales,nation,2020-05-13,1154
W92000004,Wales,nation,2020-05-12,1132
W92000004,Wales,nation,2020-05-11,1116
W92000004,Wales,nation,2020-05-10,1111
W92000004,Wales,nation,2020-05-09,1099
W92000004,Wales,nation,2020-05-08,1090
W92000004,Wales,nation,2020-05-07,1062
W92000004,Wales,nation,2020-05-06,1044
W92000004,Wales,nation,2020-05-05,1023
W92000004,Wales,nation,2020-05-04,997
W92000004,Wales,nation,2020-05-03,983
W92000004,Wales,nation,2020-05-02,969
W92000004,Wales,nation,2020-05-01,925
W92000004,Wales,nation,2020-04-30,908
W92000004,Wales,nation,2020-04-29,886
W92000004,Wales,nation,2020-04-28,813
W92000004,Wales,nation,2020-04-27,796
W92000004,Wales,nation,2020-04-26,788
W92000004,Wales,nation,2020-04-25,774
W92000004,Wales,nation,2020-04-24,751
W92000004,Wales,nation,2020-04-23,641
W92000004,Wales,nation,2020-04-22,624
W92000004,Wales,nation,2020-04-21,609
W92000004,Wales,nation,2020-04-20,584
W92000004,Wales,nation,2020-04-19,575
W92000004,Wales,nation,2020-04-18,534
W92000004,Wales,nation,2020-04-17,506
W92000004,Wales,nation,2020-04-16,495
W92000004,Wales,nation,2020-04-15,463
W92000004,Wales,nation,2020-04-14,403
W92000004,Wales,nation,2020-04-13,384
W92000004,Wales,nation,2020-04-12,369
W92000004,Wales,nation,2020-04-11,351
W92000004,Wales,nation,2020-04-10,315
W92000004,Wales,nation,2020-04-09,286
W92000004,Wales,nation,2020-04-08,245
W92000004,Wales,nation,2020-04-07,212
W92000004,Wales,nation,2020-04-06,193
W92000004,Wales,nation,2020-04-05,166
W92000004,Wales,nation,2020-04-04,154
W92000004,Wales,nation,2020-04-03,141
W92000004,Wales,nation,2020-04-02,117
W92000004,Wales,nation,2020-04-01,98
W92000004,Wales,nation,2020-03-31,69
W92000004,Wales,nation,2020-03-30,62
W92000004,Wales,nation,2020-03-29,48
W92000004,Wales,nation,2020-03-28,38
W92000004,Wales,nation,2020-03-27,34
W92000004,Wales,nation,2020-03-26,28
W92000004,Wales,nation,2020-03-25,22
W92000004,Wales,nation,2020-03-24,17
W92000004,Wales,nation,2020-03-23,16
W92000004,Wales,nation,2020-03-22,12
W92000004,Wales,nation,2020-03-21,3
W92000004,Wales,nation,2020-03-20,1
W92000004,Wales,nation,2020-03-19,1
W92000004,Wales,nation,2020-03-18,1
W92000004,Wales,nation,2020-03-17,1
